2000,0.04
2031,0.04
2062,0.04
2093,0.04
2123,0.04
2154,0.04
2186,0.04
2216,0.04
2247,0.04
2278,0.04
2309,0.04
2339,0.04
2370,0.04
2402,0.04
2433,0.04
2463,0.04
2494,0.04
2525,0.04
2555,0.04
2586,0.04
2618,0.04
2649,0.04
2679,0.04
2710,0.04
2741,0.04
2771,0.04
2802,0.04
2834,0.04
2865,0.04
2895,0.04
2926,0.04
2957,0.04
2988,0.04
3018,0.04
3050,0.04
3081,0.04
3111,0.04
3142,0.04
3173,0.04
3204,0.04
3234,0.04
3266,0.04
3297,0.04
3328,0.04
3358,0.04
3389,0.04
3420,0.04
3450,0.04
3482,0.04
3513,0.04
3544,0.04
3574,0.04
3605,0.04
3636,0.04
3666,0.04
3698,0.04
3729,0.04
3760,0.04
3790,0.04
3821,0.04
3852,0.04
3883,0.04
3914,0.04
3945,0.04
3976,0.04
4006,0.04
4037,0.04
4069,0.04
4100,0.04
4130,0.04
4162,0.04
4193,1.10
4224,1.88
4255,2.00
4286,2.06
4317,2.17
4348,2.20
4379,2.26
4410,2.32
4442,2.35
4472,2.42
4503,2.48
4535,2.54
4566,2.58
4596,2.63
4628,2.67
4659,2.70
4689,2.74
4721,2.76
4752,2.78
4783,2.81
4814,2.83
4845,2.84
4876,2.86
4908,2.89
4938,2.91
4969,2.92
5001,2.92
5031,2.93
5062,2.91
5094,2.91
5125,2.89
5155,2.85
5187,2.81
5218,2.78
5249,2.76
5280,2.76
5311,2.72
5342,2.68
5373,2.67
5404,2.66
5435,2.63
5467,2.62
5497,2.62
5528,2.60
5560,2.60
5591,2.59
5621,2.57
5653,2.56
5684,2.56
5714,2.55
5746,2.54
5777,2.54
5808,2.53
5839,2.53
5870,2.53
5901,2.53
5933,2.54
5963,2.52
5994,2.51
6026,2.51
6056,2.51
6087,2.51
6119,2.51
6150,2.51
6180,2.50
6212,2.51
6243,2.52
6274,2.51
6305,2.52
6336,2.52
6367,2.50
6398,2.49
6429,2.49
6460,2.51
6492,2.52
6522,2.53
6553,2.52
6585,2.50
6616,2.49
6646,2.49
6678,2.52
6709,2.52
6739,2.52
6771,2.47
6802,2.39
6833,2.39
6864,2.41
6895,2.47
6926,2.51
6958,2.52
6988,2.52
7019,2.48
7051,2.46
7081,2.47
7112,2.49
7144,2.52
7175,2.54
7205,2.53
7237,2.52
7268,2.51
7299,2.54
7330,2.54
7361,2.53
7392,2.53
7424,2.52
7454,2.50
7485,2.50
7517,2.50
7547,2.50
7578,2.51
7610,2.52
7641,2.51
7671,2.49
7703,2.50
7734,2.50
7764,2.50
7796,2.51
7827,2.52
7858,2.52
7889,2.51
7920,2.51
7951,2.52
7983,2.53
8013,2.52
8044,2.53
8076,2.51
8107,2.52
8137,2.53
8169,2.53
8200,2.54
8230,2.54
8262,2.52
8293,2.56
8324,2.76
8355,2.79
8386,2.61
8417,2.43
8449,2.26
8479,2.25
8510,2.31
8542,2.50
8572,2.65
8603,2.63
8635,2.53
8666,2.46
8696,2.40
8728,2.42
8759,2.46
8790,2.49
8821,2.50
8852,2.49
8883,2.47
8914,2.46
8945,2.47
8976,2.49
9008,2.50
9038,2.50
9069,2.50
9101,2.48
9132,2.48
9162,2.50
9194,2.50
9225,2.49
9255,2.49
9287,2.50
9318,2.50
9349,2.50
9380,2.50
9411,2.49
9442,2.47
9474,2.48
9504,2.51
9535,2.51
9567,2.51
9597,2.50
9628,2.49
9660,2.47
9691,2.49
9721,2.51
9753,2.51
9784,2.49
9815,2.48
9846,2.48
9877,2.49
9908,2.52
9939,2.51
9970,2.49
10001,2.50
10033,2.49
10063,2.44
10095,2.33
10126,2.30
10157,2.29
10188,2.22
10219,2.18
10250,2.05
10281,1.96
10312,1.84
10344,1.75
10375,1.71
10405,1.68
10437,1.63
10468,1.57
10499,1.51
10530,1.47
10561,1.40
10593,1.38
10624,1.35
10654,1.30
10686,1.24
10717,1.19
10747,1.12
10779,1.09
10810,1.07
10841,1.00
10872,1.00
10903,0.94
10934,0.91
10966,0.87
10996,0.80
11028,0.80
11059,0.76
11089,0.72
11121,0.72
11152,0.64
11183,0.64
11214,0.64
11245,0.59
11276,0.54
11308,0.54
11338,0.54
11370,0.48
11401,0.42
11431,0.42
11463,0.42
11494,0.42
11525,0.42
11556,0.42
11587,0.42
11618,0.42
11650,0.42
11680,0.42
11711,0.42
11743,0.42
11773,0.42
11804,0.42
11836,0.42
11867,0.42
11897,0.42
11929,0.42
11960,0.42
11991,0.42
12022,0.42
12053,0.42
12084,0.42
12115,0.42
