1509,0.04,7.63,0.00
1542,0.04,7.63,0.00
1573,0.04,7.63,0.00
1605,0.04,7.63,0.00
1637,0.04,7.63,0.00
1669,0.04,7.63,0.00
1700,0.04,7.63,0.00
1732,0.04,7.63,0.00
1764,0.04,7.63,0.00
1796,0.04,7.63,0.00
1827,0.04,7.63,0.00
1859,0.04,7.63,0.00
1891,0.04,7.63,0.00
1924,0.04,7.63,0.00
1955,0.04,7.63,0.00
1987,0.04,7.63,0.00
2019,0.04,7.63,0.00
2051,0.04,7.55,0.00
2082,0.04,7.55,0.00
2114,0.04,7.54,0.00
2146,0.04,7.55,0.00
2178,0.04,7.57,0.00
2209,0.04,7.57,0.00
2241,0.04,7.55,0.00
2274,0.06,7.53,0.00
2306,0.06,7.53,0.00
2337,0.06,7.53,0.00
2369,0.06,7.54,0.00
2401,0.07,7.55,0.00
2433,0.07,7.55,0.00
2464,0.07,7.54,0.00
2496,0.07,7.55,0.00
2528,0.07,7.55,0.00
2560,0.07,7.56,0.00
2592,0.07,7.54,0.00
2624,0.06,7.56,0.00
2656,0.06,7.54,0.00
2688,0.06,7.56,0.00
2719,0.06,7.54,0.00
2751,0.06,7.55,0.00
2783,0.06,7.55,0.00
2814,0.06,7.54,0.00
2846,0.06,7.56,0.00
2878,0.06,7.55,0.00
2911,0.06,7.55,0.00
2942,0.06,7.56,0.00
2974,0.06,7.54,0.00
3006,0.06,7.55,0.00
3038,0.06,7.53,0.00
3069,0.06,7.54,0.00
3101,0.06,7.55,0.00
3133,0.12,7.55,0.00
3165,0.12,7.54,0.00
3196,0.20,7.56,0.00
3229,0.20,7.54,0.00
3261,0.20,7.55,0.00
3293,0.20,7.56,0.00
3324,0.21,7.54,0.00
3356,0.22,7.53,0.00
3388,0.22,7.54,0.00
3420,0.22,7.56,0.00
3451,0.22,7.56,0.00
3483,0.22,7.55,0.00
3515,0.22,7.54,0.00
3548,0.23,7.56,0.00
3579,0.23,7.55,0.00
3611,0.23,7.56,0.00
3643,0.23,7.55,0.00
3675,0.23,7.55,0.00
3706,0.23,7.56,0.00
3738,0.23,7.55,0.00
3770,0.23,7.54,0.00
3802,0.23,7.56,0.00
3833,0.24,7.55,0.00
3866,0.24,7.56,0.00
3898,0.24,7.54,0.00
3930,0.24,7.56,0.00
3961,0.24,7.54,0.00
3993,0.25,7.54,0.00
4025,0.25,7.55,0.00
4057,0.25,7.54,0.00
4088,0.25,7.57,0.00
4120,0.25,7.53,0.00
4153,0.25,7.56,0.00
4185,0.25,7.55,0.00
4216,0.25,7.55,0.00
4248,0.25,7.54,0.00
4280,0.25,7.55,0.00
4312,0.25,7.54,0.00
4343,0.25,7.53,0.00
4375,0.25,7.55,0.00
4407,0.25,7.55,0.00
4440,0.25,7.54,0.00
4471,0.25,7.55,0.00
4503,0.25,7.55,0.00
4535,0.25,7.55,0.00
4567,0.25,7.55,0.00
4598,0.25,7.55,0.00
4630,0.25,7.55,0.00
4662,0.25,7.55,0.00
4694,0.25,7.56,0.00
4726,0.25,7.56,0.00
4758,0.25,7.53,0.00
4790,0.25,7.54,0.00
4822,0.25,7.56,0.00
4853,0.25,7.55,0.00
4885,0.25,7.53,0.00
4917,0.25,7.55,0.00
4948,0.25,7.54,0.00
4980,0.25,7.54,0.00
5013,0.25,7.55,4.94
5045,0.25,6.45,5.24
5076,0.27,6.20,5.50
5108,0.29,6.12,5.74
5141,0.37,6.15,5.84
5173,0.76,6.15,5.09
5204,1.16,6.59,4.27
5237,1.52,7.15,3.47
5269,1.59,7.40,3.37
5301,1.54,7.41,3.57
5334,1.47,7.38,3.84
5365,1.41,7.32,4.09
5397,1.36,7.28,4.33
5430,1.34,7.19,4.48
5462,1.36,7.12,4.55
5493,1.40,7.11,4.56
5526,1.43,7.15,4.57
5558,1.48,7.14,4.53
5590,1.53,7.19,4.50
5622,1.55,7.21,4.53
5654,1.58,7.22,4.54
5686,1.60,7.21,4.56
5719,1.62,7.22,4.57
5750,1.63,7.25,4.61
5782,1.65,7.27,4.63
5815,1.67,7.28,4.64
5847,1.69,7.28,4.64
5878,1.69,7.23,4.68
5911,1.70,7.20,4.72
5943,1.71,7.22,4.75
5975,1.72,7.25,4.78
6007,1.73,7.21,4.78
6039,1.74,7.19,4.80
6071,1.75,7.25,4.82
6104,1.77,7.26,4.82
6135,1.78,7.26,4.84
6167,1.80,7.23,4.83
6200,1.81,7.22,4.84
6232,1.82,7.25,4.84
6263,1.83,7.25,4.85
6296,1.84,7.26,4.84
6328,1.85,7.22,4.85
6360,1.85,7.26,4.87
6392,1.86,7.22,4.88
6424,1.85,7.26,4.92
6456,1.86,7.28,4.92
6489,1.87,7.26,4.93
6520,1.88,7.24,4.92
6552,1.88,7.22,4.94
6585,1.89,7.26,4.94
6617,1.88,7.29,4.98
6648,1.89,7.25,4.97
6681,1.89,7.24,4.99
6713,1.90,7.24,4.99
6745,1.90,7.21,5.00
6777,1.90,7.25,5.01
6809,1.91,7.24,5.01
6841,1.91,7.18,5.01
6874,1.92,7.22,5.02
6905,1.92,7.18,5.02
6937,1.93,7.21,5.01
6969,1.92,7.20,5.04
7002,1.92,7.20,5.05
7033,1.94,7.26,5.03
7065,1.95,7.26,5.02
7098,1.96,7.23,5.00
7130,1.95,7.21,5.02
7161,1.95,7.24,5.03
7194,1.95,7.29,5.05
7226,1.95,7.22,5.07
7258,1.95,7.22,5.06
7290,1.95,7.25,5.07
7322,1.95,7.25,5.08
7354,1.95,7.19,5.08
7387,1.96,7.21,5.07
7418,1.96,7.22,5.07
7450,1.96,7.19,5.07
7483,1.96,7.26,5.08
7515,1.96,7.25,5.09
7546,1.98,7.24,5.06
7579,1.97,7.22,5.07
7611,1.98,7.26,5.05
7643,1.97,7.29,5.08
7675,1.98,7.26,5.06
7707,1.98,7.26,5.08
7739,1.98,7.27,5.08
7772,1.97,7.26,5.09
7803,1.98,7.23,5.09
7835,1.98,7.23,5.09
7868,1.97,7.28,5.13
7900,1.98,7.22,5.10
7931,1.98,7.24,5.09
7964,1.99,7.21,5.09
7996,1.98,7.28,5.11
8028,1.97,7.23,5.12
8060,1.98,7.23,5.10
8092,1.98,7.24,5.12
