1597,0.04,7.71
1629,0.04,7.71
1659,0.04,7.71
1691,0.04,7.71
1723,0.04,7.71
1754,0.04,7.71
1785,0.04,7.71
1817,0.04,7.71
1848,0.04,7.71
1880,0.04,7.71
1911,0.04,7.71
1942,0.04,7.71
1974,0.04,7.71
2006,0.04,7.71
2036,0.04,7.64
2068,0.04,7.64
2100,0.04,7.65
2130,0.04,7.64
2162,0.04,7.66
2194,0.04,7.64
2225,0.06,7.63
2256,0.06,7.62
2288,0.07,7.63
2319,0.07,7.63
2351,0.07,7.63
2382,0.07,7.64
2413,0.07,7.63
2445,0.07,7.64
2477,0.07,7.64
2507,0.07,7.64
2539,0.07,7.65
2571,0.07,7.63
2601,0.07,7.65
2633,0.07,7.64
2665,0.07,7.64
2696,0.07,7.64
2727,0.06,7.65
2759,0.06,7.64
2790,0.06,7.63
2822,0.06,7.63
2853,0.06,7.63
2884,0.06,7.63
2916,0.06,7.64
2948,0.06,7.65
2978,0.06,7.65
3010,0.06,7.65
3042,0.06,7.65
3073,0.13,7.63
3104,0.20,7.65
3136,0.20,7.65
3167,0.20,7.65
3198,0.20,7.64
3230,0.20,7.65
3261,0.23,7.64
3293,0.23,7.64
3324,0.23,7.65
3355,0.23,7.64
3387,0.23,7.65
3419,0.24,7.65
3449,0.24,7.64
3481,0.24,7.65
3513,0.24,7.64
3544,0.24,7.64
3575,0.24,7.64
3607,0.25,7.63
3638,0.25,7.63
3670,0.25,7.65
3701,0.25,7.63
3732,0.25,7.64
3764,0.25,7.64
3795,0.24,7.64
3826,0.24,7.64
3858,0.24,7.64
3890,0.24,7.64
3920,0.24,7.65
3952,0.24,7.64
3984,0.24,7.64
4015,0.24,7.63
4046,0.24,7.65
4078,0.24,7.63
4109,0.24,7.63
4141,0.24,7.64
4172,0.24,7.64
4203,0.24,7.65
4235,0.24,7.64
4267,0.24,7.64
4297,0.24,7.64
4329,0.24,7.63
4361,0.24,7.63
4391,0.24,7.63
4423,0.25,7.65
4455,0.25,7.63
4486,0.25,7.64
4517,0.25,7.64
4549,0.25,7.63
4580,0.25,7.64
4612,0.26,7.62
4643,0.26,7.64
4675,0.26,7.65
4706,0.26,7.64
4738,0.26,7.64
4769,0.26,7.64
4800,0.26,7.64
4832,0.26,7.65
4864,0.26,7.63
4894,0.26,7.64
4926,0.26,7.64
4958,0.26,7.64
4988,0.26,7.64
5020,0.26,7.63
5052,0.26,6.85
5084,0.26,6.52
5115,0.31,6.29
5147,0.36,6.11
5179,0.53,6.00
5210,1.14,6.14
5241,1.55,6.64
5273,1.66,7.16
5305,1.71,7.29
5337,1.66,7.29
5368,1.64,7.27
5400,1.61,7.22
5432,1.62,7.12
5463,1.66,7.14
5494,1.71,7.17
5526,1.76,7.18
5558,1.80,7.20
5590,1.82,7.25
5621,1.84,7.29
5653,1.86,7.29
5684,1.88,7.30
5715,1.89,7.35
5747,1.89,7.30
5779,1.90,7.28
5811,1.90,7.26
5842,1.91,7.26
5874,1.92,7.28
5905,1.94,7.24
5937,1.95,7.30
5968,1.97,7.32
6000,1.96,7.32
6032,1.98,7.31
6064,1.97,7.30
6095,1.98,7.34
6127,1.98,7.30
6158,1.97,7.36
6190,1.97,7.34
6221,1.98,7.31
6253,1.98,7.32
6285,1.99,7.33
6317,1.98,7.39
6348,1.99,7.33
6380,1.98,7.36
6411,1.99,7.36
6443,1.99,7.33
6474,1.99,7.29
6506,1.98,7.34
6538,1.99,7.31
6569,2.00,7.32
6601,2.00,7.39
6633,2.00,7.33
6664,1.99,7.34
6695,1.99,7.37
6727,1.99,7.32
6759,2.00,7.29
6791,2.01,7.32
6822,2.00,7.36
6854,2.00,7.32
6885,1.99,7.31
6917,2.00,7.34
6948,2.00,7.33
6980,2.00,7.31
7012,1.98,7.33
7044,1.99,7.32
7075,2.00,7.29
7106,2.00,7.31
7138,2.01,7.35
7170,2.01,7.35
7201,1.99,7.30
7233,1.99,7.32
7265,2.00,7.31
7297,2.01,7.29
7327,2.01,7.30
7359,2.01,7.37
7391,2.02,7.32
7422,2.02,7.35
7454,2.01,7.32
7486,2.01,7.38
7518,2.01,7.33
7548,2.00,7.32
7580,2.00,7.34
7612,2.00,7.34
7644,2.01,7.32
7675,2.00,7.32
7707,2.00,7.29
7739,2.01,7.33
7771,2.01,7.33
7801,2.01,7.30
7833,2.02,7.32
7865,2.01,7.35
7897,2.01,7.33
7928,2.01,7.32
7960,2.03,7.31
7992,2.01,7.40
8023,2.02,7.35
8054,2.01,7.33
8086,2.02,7.35
8118,2.01,7.33
8150,2.01,7.36
8181,2.01,7.32
8213,2.00,7.36
8244,2.00,7.34
8275,2.00,7.34
8307,2.01,7.34
8339,2.01,7.33
8371,2.00,7.37
8402,2.00,7.32
8434,1.99,7.34
8465,2.00,7.31
8497,2.00,7.30
8528,2.00,7.31
8560,2.00,7.34
8592,2.00,7.36
8624,2.00,7.32
8655,2.00,7.33
8686,2.00,7.37
8718,1.99,7.32
8750,1.98,7.29
8781,1.98,7.34
8813,1.99,7.33
8845,2.00,7.31
8877,1.99,7.30
8907,2.00,7.29
8939,2.00,7.34
8971,2.00,7.31
9003,2.00,7.34
9034,2.00,7.33
9066,2.00,7.29
9098,2.00,7.30
9128,2.00,7.34
