2012,2593.75,7.37,0.00,0.00,0.00
2015,2593.75,7.37,0.00,0.00,0.00
2022,2593.75,7.29,0.00,0.00,0.00
2032,2593.75,7.29,0.00,0.00,0.00
2042,2593.75,7.28,0.00,0.00,0.00
2053,2593.75,7.29,0.00,0.00,0.00
2063,2593.75,7.30,0.00,0.00,0.00
2073,2593.75,7.29,0.00,0.00,0.00
2083,2593.75,7.29,0.00,0.00,0.00
2094,2593.75,7.29,0.00,0.00,0.00
2104,2593.75,7.30,0.00,0.00,0.00
2114,2593.75,7.29,0.00,0.00,0.00
2124,2593.75,7.30,0.00,0.00,0.00
2135,2593.75,7.29,0.00,0.00,0.00
2145,2593.75,7.29,0.00,0.00,0.00
2155,2593.75,7.31,0.00,0.00,0.00
2165,2593.75,7.31,0.00,0.00,0.00
2176,2593.75,7.30,0.00,0.00,0.00
2186,2593.75,7.31,0.00,0.00,0.00
2196,2593.75,7.29,0.00,0.00,0.00
2206,2593.75,7.26,0.00,0.00,0.00
2216,2593.75,7.27,0.00,0.00,0.00
2227,2593.75,7.21,0.00,0.00,0.00
2237,2593.75,7.24,0.00,0.00,0.00
2247,2593.75,7.28,0.00,0.00,0.00
2257,2593.75,7.27,0.00,0.00,0.00
2268,2593.75,7.28,0.00,0.00,0.00
2278,1296.91,7.29,0.00,0.00,0.00
2288,1296.91,7.29,0.00,0.00,0.00
2298,1296.91,7.29,0.00,0.00,0.00
2309,1296.91,7.29,0.00,0.00,0.00
2319,1296.91,7.29,0.00,0.00,0.00
2329,1296.91,7.29,0.00,0.00,0.00
2339,0.07,7.29,0.00,0.00,0.00
2350,0.07,7.29,0.00,0.00,0.00
2360,0.07,7.29,0.00,0.00,0.00
2370,0.07,7.30,0.00,0.00,0.00
2380,0.07,7.30,0.00,0.00,0.00
2391,0.07,7.29,0.00,0.00,0.00
2401,0.07,7.29,0.00,0.00,0.00
2411,0.07,7.29,0.00,0.00,0.00
2421,0.07,7.29,0.00,0.00,0.00
2432,0.07,7.29,0.00,0.00,0.00
2442,0.07,7.29,0.00,0.00,0.00
2452,0.07,7.29,0.00,0.00,0.00
2462,0.07,7.30,0.00,0.00,0.00
