1581,0.04,7.48,0.00,0.00
1613,0.04,7.48,0.00,0.00
1645,0.04,7.48,0.00,0.00
1678,0.04,7.48,0.00,0.00
1710,0.04,7.48,0.00,0.00
1742,0.04,7.48,0.00,0.00
1774,0.04,7.48,0.00,0.00
1807,0.04,7.48,0.00,0.00
1839,0.04,7.48,0.00,0.00
1871,0.04,7.48,0.00,0.00
1903,0.04,7.48,0.00,0.00
1936,0.04,7.47,0.00,0.00
1968,0.04,7.48,0.00,0.00
2000,0.04,7.48,0.00,0.00
2032,0.04,7.48,0.00,0.00
2065,0.04,7.39,0.00,0.00
2097,0.04,7.37,0.00,0.00
2129,0.04,7.40,0.00,0.00
2161,0.04,7.39,0.00,0.00
2194,0.04,7.41,0.00,0.00
2226,0.04,7.41,0.00,0.00
2258,0.04,7.39,0.00,0.00
2290,0.06,7.38,0.00,0.00
2323,0.06,7.38,0.00,0.00
2355,0.06,7.40,0.00,0.00
2387,0.07,7.40,0.00,0.00
2419,0.07,7.40,0.00,0.00
2452,0.07,7.39,0.00,0.00
2484,0.07,7.38,0.00,0.00
2516,0.07,7.38,0.00,0.00
2548,0.07,7.39,0.00,0.00
2581,0.07,7.41,0.00,0.00
2613,0.06,7.39,0.00,0.00
2646,0.06,7.40,0.00,0.00
2677,0.06,7.40,0.00,0.00
2710,0.06,7.40,0.00,0.00
2742,0.06,7.40,0.00,0.00
2775,0.06,7.39,0.00,0.00
2806,0.06,7.41,0.00,0.00
2839,0.06,7.40,0.00,0.00
2871,0.06,7.39,0.00,0.00
2904,0.06,7.41,0.00,0.00
2935,0.06,7.40,0.00,0.00
2968,0.06,7.41,0.00,0.00
3000,0.06,7.40,0.00,0.00
3033,0.06,7.41,0.00,0.00
3064,0.13,7.39,0.00,0.00
3097,0.13,7.41,0.00,0.00
3129,0.22,7.40,0.00,0.00
3162,0.22,7.41,0.00,0.00
3193,0.22,7.39,0.00,0.00
3226,0.23,7.41,0.00,0.00
3258,0.23,7.40,0.00,0.00
3291,0.23,7.41,0.00,0.00
3322,0.24,7.39,0.00,0.00
3355,0.24,7.41,0.00,0.00
3387,0.24,7.41,0.00,0.00
3420,0.24,7.41,0.00,0.00
3451,0.25,7.40,0.00,0.00
3484,0.25,7.39,0.00,0.00
3516,0.25,7.41,0.00,0.00
3549,0.25,7.39,0.00,0.00
3580,0.25,7.39,0.00,0.00
3613,0.25,7.39,0.00,0.00
3645,0.26,7.41,0.00,0.00
3678,0.26,7.39,0.00,0.00
3709,0.26,7.40,0.00,0.00
3742,0.26,7.39,0.00,0.00
3774,0.26,7.39,0.00,0.00
3807,0.26,7.39,0.00,0.00
3838,0.26,7.40,0.00,0.00
3871,0.26,7.41,0.00,0.00
3903,0.25,7.40,0.00,0.00
3936,0.26,7.40,0.00,0.00
3968,0.26,7.38,0.00,0.00
4000,0.26,7.40,0.00,0.00
4032,0.26,7.41,0.00,0.00
4065,0.26,7.41,0.00,0.00
4097,0.26,7.41,0.00,0.00
4129,0.26,7.39,0.00,0.00
4161,0.26,7.40,0.00,0.00
4194,0.26,7.39,0.00,0.00
4226,0.26,7.41,0.00,0.00
4258,0.26,7.41,0.00,0.00
4290,0.26,7.40,0.00,0.00
4323,0.26,7.40,0.00,0.00
4355,0.26,7.38,0.00,0.00
4387,0.26,7.40,0.00,0.00
4419,0.26,7.40,0.00,0.00
4452,0.26,7.38,0.00,0.00
4484,0.26,7.39,0.00,0.00
4516,0.26,7.39,0.00,0.00
4548,0.26,7.41,0.00,0.00
4581,0.26,7.40,0.00,0.00
4613,0.26,7.40,0.00,0.00
4645,0.26,7.40,0.00,0.00
4677,0.26,7.40,0.00,0.00
4710,0.26,7.40,0.00,0.00
4742,0.26,7.39,0.00,0.00
4774,0.26,7.38,0.00,0.00
4806,0.26,7.41,0.00,0.00
4839,0.26,7.38,0.00,0.00
4871,0.26,7.40,0.00,0.00
4903,0.26,7.40,0.00,0.00
4935,0.26,7.40,0.00,0.00
4968,0.26,7.39,0.00,0.00
5000,0.26,7.38,0.00,0.00
5032,0.26,7.39,5.19,1.74
5064,0.26,6.26,5.69,1.74
5097,0.28,6.10,6.17,1.72
5130,0.30,5.82,6.12,1.70
5163,0.45,5.84,5.80,1.55
5194,0.95,5.94,5.08,1.05
5227,1.39,6.45,4.36,0.61
5260,1.57,6.98,4.12,0.43
5292,1.64,7.09,4.07,0.36
5324,1.60,7.15,4.28,0.40
5357,1.57,7.12,4.46,0.43
5390,1.52,7.05,4.72,0.48
5422,1.54,7.02,4.80,0.46
5454,1.55,6.92,4.91,0.45
5487,1.60,6.92,4.92,0.40
5520,1.66,6.96,4.91,0.34
5552,1.69,6.90,4.93,0.31
5584,1.74,6.94,4.91,0.26
5617,1.76,6.99,4.93,0.24
5650,1.78,6.97,4.97,0.22
5682,1.82,7.01,4.93,0.18
5714,1.84,7.00,4.94,0.16
5747,1.86,7.04,4.94,0.14
5780,1.87,7.06,4.96,0.13
5812,1.88,7.05,4.96,0.12
5844,1.90,7.10,4.96,0.10
5877,1.91,7.10,4.96,0.09
5909,1.91,7.07,4.98,0.09
5942,1.92,7.08,5.00,0.08
5975,1.92,7.07,5.01,0.08
6007,1.93,7.12,5.02,0.07
6039,1.93,7.08,5.03,0.07
6072,1.95,7.06,5.02,0.05
6105,1.95,7.06,5.03,0.05
6137,1.96,7.11,5.02,0.04
6169,1.96,7.08,5.03,0.04
6202,1.97,7.07,5.02,0.03
6235,1.98,7.08,5.00,0.02
6266,1.98,7.11,5.01,0.02
6299,1.98,7.04,5.02,0.02
6332,1.97,7.08,5.03,0.03
6365,1.98,7.03,5.02,0.02
6396,1.98,7.12,5.04,0.02
6429,1.99,7.11,5.03,0.01
