1557,0.04
1588,0.04
1618,0.04
1649,0.04
1680,0.04
1712,0.04
1742,0.04
1773,0.04
1804,0.04
1835,0.04
1866,0.04
1897,0.04
1928,0.04
1958,0.04
1989,0.04
2021,0.04
2052,0.04
2082,0.04
2113,0.04
2144,0.04
2176,0.04
2206,0.04
2237,0.04
2268,0.06
2298,0.06
2330,0.06
2361,0.07
2392,0.07
2422,0.07
2453,0.07
2485,0.07
2515,0.07
2546,0.07
2577,0.07
2608,0.07
2639,0.06
2670,0.06
2701,0.06
2732,0.06
2762,0.06
2794,0.06
2825,0.06
2855,0.06
2886,0.06
2917,0.06
2949,0.16
2979,0.26
3010,0.26
3041,0.26
3072,0.27
3103,0.27
3134,0.28
3165,0.28
3195,0.28
3226,0.28
3258,0.28
3289,0.28
3319,0.28
3350,0.28
3381,0.28
3412,0.29
3443,0.29
3474,0.29
3505,0.29
3535,0.29
3567,0.28
3598,0.28
3629,0.28
3659,0.28
3690,0.28
3722,0.28
3752,0.28
3783,0.28
3814,0.28
3845,0.28
3876,0.28
3907,0.28
3938,0.28
3969,0.27
3999,0.27
4031,0.27
4062,0.27
4092,0.27
4123,0.27
4154,0.27
4186,0.27
4216,0.27
4247,0.27
4278,0.27
4308,0.27
4340,0.27
4371,0.27
4402,0.27
4432,0.28
4463,0.28
4495,0.28
4526,0.28
4556,0.28
4587,0.28
4618,0.28
4649,0.28
4680,0.28
4711,0.28
4742,0.28
4772,0.28
4804,0.28
4835,0.28
4866,0.28
4896,0.28
4927,0.28
4959,0.28
4989,0.28
5020,0.28
5051,0.29
5083,0.29
5113,0.31
5145,0.31
5176,0.38
5207,0.43
5238,0.49
5269,0.72
5300,0.93
5331,1.12
5362,1.20
5393,1.26
5425,1.28
5455,1.28
5487,1.31
5518,1.30
5549,1.30
5580,1.31
5611,1.31
5642,1.32
5673,1.32
5704,1.32
5736,1.33
5767,1.33
5797,1.34
5829,1.35
5860,1.35
5891,1.37
5922,1.37
5953,1.37
5985,1.38
6016,1.36
6046,1.37
6078,1.36
6109,1.36
6139,1.35
6171,1.35
6202,1.35
6234,1.37
6264,1.37
6295,1.37
6327,1.37
6358,1.37
6388,1.37
6420,1.35
6451,1.34
6482,1.32
6513,1.32
6544,1.32
6576,1.33
6606,1.34
6637,1.35
6669,1.35
6700,1.36
6731,1.36
6762,1.36
6793,1.37
6824,1.38
6855,1.38
6886,1.39
6918,1.38
6948,1.38
6980,1.39
7011,1.39
7042,1.40
7073,1.40
7104,1.41
7135,1.40
7166,1.40
7197,1.41
7229,1.41
7260,1.41
7290,1.41
7322,1.41
7353,1.41
7384,1.41
7415,1.41
7446,1.41
7478,1.40
7508,1.41
7539,1.40
7571,1.40
7602,1.39
7632,1.39
7664,1.39
7695,1.39
7727,1.40
7757,1.40
7788,1.41
7820,1.41
7851,1.41
7881,1.41
7913,1.41
7944,1.41
7975,1.40
8006,1.40
8037,1.41
8069,1.41
8099,1.41
8130,1.40
8162,1.40
8193,1.40
8224,1.40
8255,1.40
8286,1.41
8317,1.40
8348,1.40
8379,1.39
8411,1.39
8441,1.39
8473,1.39
8504,1.39
8535,1.39
8566,1.39
8597,1.40
8628,1.40
8659,1.40
8690,1.40
8722,1.39
8753,1.39
8783,1.39
8815,1.40
8846,1.40
8877,1.39
8908,1.40
8939,1.40
8971,1.41
9001,1.41
9032,1.41
9064,1.41
9095,1.41
9125,1.41
9157,1.41
9188,1.40
9220,1.39
9250,1.39
9281,1.40
9313,1.41
9344,1.43
9374,1.48
9406,1.49
9437,1.49
9468,1.48
9499,1.46
9530,1.46
9562,1.45
9592,1.44
9623,1.43
9655,1.42
9686,1.43
9717,1.43
9748,1.43
9779,1.43
9810,1.42
9841,1.42
9872,1.42
9904,1.42
9934,1.42
9966,1.42
9997,1.42
10028,1.41
10059,1.41
10090,1.39
10122,1.37
10152,1.33
10183,1.31
10215,1.28
10246,1.28
10277,1.24
10308,1.20
10339,1.15
10371,1.06
10401,1.02
10433,0.97
10464,0.91
10496,0.84
10526,0.84
10557,0.81
10589,0.77
10619,0.73
10651,0.69
10682,0.65
10713,0.65
10744,0.61
10775,0.61
10807,0.56
10838,0.51
10868,0.51
10900,0.51
10931,0.51
10962,0.45
10993,0.45
11024,0.45
11056,0.45
11086,0.45
11118,0.45
11149,0.45
11181,0.45
11211,0.45
11242,0.45
11274,0.45
11304,0.45
11336,0.36
11367,0.36
11398,0.36
11429,0.36
11460,0.36
11492,0.36
11523
