1573,0.04,7.64,0.00
1605,0.04,7.64,0.00
1637,0.04,7.64,0.00
1669,0.04,7.64,0.00
1700,0.04,7.64,0.00
1732,0.04,7.64,0.00
1764,0.04,7.64,0.00
1796,0.04,7.64,0.00
1827,0.04,7.64,0.00
1859,0.04,7.64,0.00
1891,0.04,7.64,0.00
1923,0.04,7.64,0.00
1954,0.04,7.64,0.00
1987,0.04,7.64,0.00
2019,0.04,7.64,0.00
2051,0.04,7.56,0.00
2082,0.04,7.55,0.00
2114,0.04,7.57,0.00
2146,0.06,7.54,0.00
2178,0.06,7.55,0.00
2209,0.06,7.56,0.00
2241,0.06,7.55,0.00
2273,0.06,7.55,0.00
2306,0.06,7.56,0.00
2337,0.06,7.56,0.00
2369,0.07,7.55,0.00
2401,0.07,7.56,0.00
2433,0.07,7.57,0.00
2464,0.07,7.55,0.00
2496,0.07,7.56,0.00
2528,0.07,7.55,0.00
2560,0.07,7.56,0.00
2591,0.07,7.56,0.00
2624,0.07,7.57,0.00
2656,0.06,7.56,0.00
2688,0.06,7.57,0.00
2719,0.06,7.57,0.00
2751,0.06,7.57,0.00
2783,0.06,7.57,0.00
2814,0.06,7.57,0.00
2846,0.06,7.57,0.00
2878,0.06,7.56,0.00
2910,0.06,7.57,0.00
2941,0.06,7.56,0.00
2974,0.06,7.57,0.00
3006,0.06,7.56,0.00
3038,0.12,7.56,0.00
3069,0.12,7.56,0.00
3101,0.12,7.55,0.00
3133,0.12,7.56,0.00
3165,0.20,7.57,0.00
3196,0.21,7.55,0.00
3228,0.21,7.57,0.00
3260,0.21,7.55,0.00
3293,0.21,7.57,0.00
3324,0.22,7.57,0.00
3356,0.22,7.57,0.00
3388,0.23,7.56,0.00
3420,0.23,7.56,0.00
3451,0.23,7.55,0.00
3483,0.23,7.57,0.00
3515,0.23,7.57,0.00
3547,0.23,7.56,0.00
3578,0.23,7.56,0.00
3611,0.23,7.56,0.00
3643,0.23,7.56,0.00
3675,0.23,7.57,0.00
3706,0.23,7.56,0.00
3738,0.23,7.57,0.00
3770,0.23,7.57,0.00
3802,0.23,7.56,0.00
3833,0.24,7.57,0.00
