1557,0.04
1588,0.04
1618,0.04
1649,0.04
1680,0.04
1712,0.04
1742,0.04
1773,0.04
1804,0.04
1835,0.04
1866,0.04
1897,0.04
1928,0.04
1958,0.04
1989,0.04
2021,0.04
2052,0.04
2082,0.04
2113,0.04
2144,0.04
2176,0.04
2206,0.04
2237,0.04
2268,0.04
2298,0.06
2330,0.06
2361,0.06
2392,0.07
2422,0.07
2453,0.07
2485,0.07
2515,0.07
2546,0.07
2577,0.07
2608,0.06
2639,0.06
2670,0.06
2701,0.06
2732,0.06
2762,0.06
2794,0.06
2825,0.06
2855,0.06
2886,0.06
2917,0.06
2949,0.06
2979,0.06
3010,0.06
3041,0.06
3072,0.06
3103,0.13
3134,0.21
3165,0.21
3195,0.21
3226,0.21
3258,0.23
3289,0.23
3319,0.23
3350,0.23
3381,0.23
3412,0.24
3443,0.25
3474,0.25
3505,0.25
3535,0.25
3567,0.25
3598,0.26
3629,0.26
3659,0.26
3690,0.26
3722,0.26
3752,0.27
3783,0.27
3814,0.27
3845,0.27
3876,0.27
3907,0.27
3938,0.27
3969,0.27
3999,0.27
4031,0.28
4062,0.28
4092,0.28
4123,0.28
4154,0.28
4186,0.28
4216,0.28
4247,0.28
4278,0.29
4308,0.29
4340,0.29
4371,0.29
4402,0.29
4432,0.29
4463,0.30
4495,0.30
4526,0.30
4556,0.30
4587,0.30
4618,0.29
4649,0.29
4680,0.29
4711,0.29
4742,0.29
4772,0.29
4804,0.29
4835,0.29
4866,0.29
4896,0.29
4927,0.28
4959,0.28
4989,0.28
5020,0.28
5051,0.28
5083,0.28
5113,0.30
5145,0.31
5176,0.35
5207,0.43
5238,0.50
5269,0.75
5300,0.97
5331,1.15
5362,1.24
5393,1.30
5425,1.31
5455,1.30
5486,1.29
5518,1.29
5549,1.30
5580,1.30
5611,1.31
5642,1.31
5673,1.31
5704,1.31
5735,1.31
5767,1.31
5797,1.33
5829,1.35
5860,1.34
5891,1.35
5922,1.35
5953,1.35
5984,1.37
6016,1.37
6046,1.37
6078,1.37
6109,1.37
6139,1.37
6171,1.38
6202,1.38
6233,1.38
6264,1.37
6295,1.37
6327,1.37
6358,1.38
6388,1.39
6420,1.39
6451,1.39
6481,1.40
6513,1.40
6544,1.40
6576,1.41
6606,1.40
6637,1.40
6669,1.39
6700,1.39
6730,1.39
6762,1.39
6793,1.39
6824,1.40
6855,1.40
6886,1.41
6918,1.41
6948,1.41
6979,1.41
7011,1.40
7042,1.40
7073,1.39
7104,1.40
7135,1.40
7166,1.40
7197,1.40
7228,1.40
7260,1.40
7290,1.40
7322,1.41
7353,1.41
7384,1.40
7415,1.41
7446,1.40
7477,1.40
7508,1.41
7539,1.40
7571,1.40
7602,1.40
7632,1.40
7664,1.41
7695,1.41
7726,1.41
7757,1.40
7788,1.40
7820,1.39
7851,1.39
7881,1.39
7913,1.39
7944,1.38
7974,1.39
8006,1.39
8037,1.39
8069,1.39
8099,1.39
8130,1.40
8162,1.39
8193,1.39
8223,1.39
8255,1.40
8286,1.39
8317,1.39
8348,1.39
8379,1.39
8411,1.40
8441,1.40
8472,1.40
8504,1.39
8535,1.39
8566,1.39
8597,1.39
8628,1.39
8659,1.39
8690,1.39
8721,1.40
8753,1.40
8783,1.40
8815,1.39
8846,1.40
8877,1.40
8908,1.40
8939,1.40
8970,1.40
9001,1.40
9032,1.40
9064,1.40
9095,1.40
9125,1.40
9157,1.41
9188,1.41
9219,1.40
9250,1.40
9281,1.40
9313,1.40
9344,1.41
9374,1.40
9406,1.40
9437,1.40
9467,1.40
9499,1.40
9530,1.40
9562,1.41
9592,1.41
9623,1.41
9655,1.41
9686,1.40
9716,1.40
9748,1.40
9779,1.40
9810,1.40
9841,1.40
9872,1.40
9904,1.39
9934,1.39
9965,1.40
9997,1.40
10028,1.39
10059,1.39
10090,1.37
10121,1.35
10152,1.31
10183,1.27
10215,1.25
10246,1.22
10277,1.19
10308,1.19
10339,1.08
10371,1.01
10401,1.01
10433,0.91
10464,0.87
10496,0.83
10526,0.83
10557,0.76
10589,0.76
10619,0.68
10651,0.68
10682,0.68
10714,0.58
10744,0.58
10775,0.58
10807,0.54
10838,0.49
10869,0.49
10900,0.49
10932,0.49
10962,0.49
10993,0.49
11025,0.49
11056,0.49
11087,0.49
11118,0.39
11149,0.39
11181,0.39
11211,0.39
11243,0.39
11274,0.39
11304,0.39
11336,0.39
11367,0.39
11399,0.39
11429,0.39
11460,0.39
11492,0.39
11523,0.39
11554,0.39
11585,0.39
11616,0.39
11648,0.39
11678,0.39
11710,0.39
11741,0.39
11771,0.39
11803,0.39
11834,0.39
11866,0.39
11896,0.39
11927,0.39
11959,0.39
11990,0.39
12021,0.39
12052,0.39
12083,0.39
12114,0.39
12145,0.39
12177,0.3
