1477,0.04,7.69,0.00
1510,0.04,7.69,0.00
1542,0.04,7.69,0.00
1573,0.04,7.69,0.00
1605,0.04,7.69,0.00
1637,0.04,7.69,0.00
1669,0.04,7.69,0.00
1700,0.04,7.69,0.00
1732,0.04,7.69,0.00
1764,0.04,7.69,0.00
1796,0.04,7.69,0.00
1827,0.04,7.69,0.00
1859,0.04,7.69,0.00
1892,0.04,7.69,0.00
1924,0.04,7.69,0.00
1955,0.04,7.69,0.00
1987,0.04,7.69,0.00
2019,0.04,7.69,0.00
2051,0.04,7.61,0.00
2082,0.04,7.62,0.00
2114,0.04,7.63,0.00
2146,0.04,7.61,0.00
2178,0.04,7.60,0.00
2209,0.06,7.61,0.00
2241,0.06,7.58,0.00
2274,0.06,7.62,0.00
2306,0.06,7.61,0.00
2337,0.06,7.60,0.00
2369,0.07,7.62,0.00
2401,0.07,7.60,0.00
2433,0.07,7.60,0.00
2464,0.07,7.61,0.00
2496,0.07,7.62,0.00
2528,0.07,7.62,0.00
2560,0.07,7.62,0.00
2591,0.07,7.61,0.00
2624,0.07,7.62,0.00
2656,0.07,7.60,0.00
2688,0.06,7.61,0.00
2719,0.06,7.62,0.00
2751,0.06,7.61,0.00
2783,0.06,7.63,0.00
2814,0.06,7.61,0.00
2846,0.06,7.61,0.00
2878,0.06,7.62,0.00
2910,0.06,7.63,0.00
2942,0.06,7.62,0.00
2974,0.06,7.62,0.00
3006,0.13,7.61,0.00
3038,0.13,7.61,0.00
3069,0.13,7.62,0.00
3101,0.22,7.62,0.00
3133,0.22,7.62,0.00
3165,0.24,7.63,0.00
3196,0.24,7.61,0.00
3229,0.24,7.62,0.00
3261,0.24,7.62,0.00
3293,0.24,7.61,0.00
3324,0.25,7.61,0.00
3356,0.25,7.62,0.00
3388,0.25,7.63,0.00
3420,0.26,7.60,0.00
3451,0.26,7.62,0.00
3483,0.26,7.63,0.00
3516,0.26,7.62,0.00
3548,0.26,7.62,0.00
3579,0.26,7.61,0.00
3611,0.26,7.63,0.00
3643,0.26,7.62,0.00
3675,0.26,7.63,0.00
3706,0.26,7.63,0.00
3738,0.26,7.61,0.00
3770,0.26,7.62,0.00
3803,0.26,7.63,0.00
3834,0.26,7.62,0.00
3866,0.27,7.63,0.00
3898,0.27,7.63,0.00
3930,0.27,7.62,0.00
3961,0.27,7.61,0.00
3993,0.27,7.62,0.00
4025,0.27,7.62,0.00
4057,0.27,7.63,0.00
4089,0.27,7.61,0.00
4121,0.27,7.60,0.00
4153,0.27,7.62,0.00
4185,0.27,7.61,0.00
4216,0.27,7.62,0.00
4248,0.27,7.62,0.00
4280,0.27,7.61,0.00
4312,0.28,7.61,0.00
4343,0.28,7.60,0.00
4376,0.28,7.60,0.00
4408,0.27,7.61,0.00
4440,0.27,7.61,0.00
4471,0.28,7.63,0.00
4503,0.28,7.62,0.00
4535,0.28,7.62,0.00
4567,0.28,7.61,0.00
4598,0.28,7.62,0.00
4630,0.28,7.62,0.00
4663,0.28,7.61,0.00
4695,0.28,7.61,0.00
4726,0.28,7.61,0.00
4758,0.28,7.61,0.00
4790,0.28,7.62,0.00
4822,0.28,7.62,0.00
4853,0.28,7.60,0.00
4885,0.28,7.62,0.00
4917,0.28,7.63,0.00
4950,0.28,7.62,0.00
4981,0.29,7.61,0.00
5013,0.29,7.62,3.45
5045,0.29,7.20,3.95
5076,0.30,6.97,4.43
5109,0.32,6.86,4.89
5141,0.39,6.70,5.26
5173,0.44,6.58,5.64
5206,0.53,6.40,5.94
5237,1.14,6.32,5.28
5269,1.34,6.71,5.16
5302,1.50,6.90,5.07
5334,1.65,7.03,4.95
5365,1.70,7.15,4.95
5397,1.72,7.18,5.01
5430,1.72,7.18,5.09
5462,1.75,7.23,5.12
5493,1.77,7.25,5.16
5526,1.81,7.15,5.15
5558,1.84,7.20,5.15
5590,1.87,7.22,5.16
5622,1.88,7.30,5.17
5654,1.89,7.24,5.18
5686,1.91,7.27,5.18
5719,1.93,7.25,5.18
5750,1.94,7.21,5.17
5782,1.96,7.28,5.15
5815,1.98,7.30,5.14
5847,1.99,7.29,5.12
5878,1.99,7.29,5.12
5911,2.00,7.30,5.10
5943,2.00,7.31,5.11
5975,2.00,7.31,5.11
6007,2.00,7.30,5.11
6039,2.01,7.29,5.09
6071,2.01,7.30,5.08
6104,2.02,7.37,5.07
6135,2.01,7.36,5.07
6167,2.01,7.33,5.08
6199,2.00,7.34,5.09
6232,2.00,7.31,5.09
6263,2.00,7.32,5.09
6295,2.00,7.29,5.09
6328,2.01,7.30,5.08
6360,2.01,7.35,5.07
6391,2.00,7.31,5.08
6424,2.00,7.33,5.08
6456,2.01,7.32,5.07
6488,2.00,7.29,5.08
6520,2.00,7.33,5.09
6552,2.00,7.29,5.09
6584,2.01,7.36,5.07
6616,2.01,7.35,5.06
6648,2.01,7.30,5.06
