2012,0.04,7.45,0.00,0.00,0.00
2014,0.04,7.45,0.00,0.00,0.00
2022,0.04,7.34,0.00,0.00,0.00
2032,0.04,7.34,0.00,0.00,0.00
2042,0.04,7.35,0.00,0.00,0.00
2053,0.04,7.35,0.00,0.00,0.00
2063,0.04,7.37,0.00,0.00,0.00
2073,0.04,7.36,0.00,0.00,0.00
2083,0.04,7.37,0.00,0.00,0.00
2094,0.04,7.37,0.00,0.00,0.00
2104,0.04,7.37,0.00,0.00,0.00
2114,0.04,7.37,0.00,0.00,0.00
2124,0.04,7.37,0.00,0.00,0.00
2135,0.04,7.38,0.00,0.00,0.00
2145,0.04,7.38,0.00,0.00,0.00
2155,0.04,7.38,0.00,0.00,0.00
2165,0.04,7.39,0.00,0.00,0.00
2176,0.04,7.39,0.00,0.00,0.00
2186,0.04,7.38,0.00,0.00,0.00
2196,0.04,7.37,0.00,0.00,0.00
2206,0.04,7.36,0.00,0.00,0.00
2216,0.04,7.35,0.00,0.00,0.00
2227,0.04,7.35,0.00,0.00,0.00
2237,0.04,7.34,0.00,0.00,0.00
2247,0.04,7.36,0.00,0.00,0.00
2257,0.04,7.36,0.00,0.00,0.00
2268,0.06,7.35,0.00,0.00,0.00
2278,0.06,7.35,0.00,0.00,0.00
2288,0.06,7.37,0.00,0.00,0.00
2298,0.06,7.36,0.00,0.00,0.00
2309,0.06,7.36,0.00,0.00,0.00
2319,0.06,7.38,0.00,0.00,0.00
2329,0.06,7.37,0.00,0.00,0.00
2339,0.06,7.37,0.00,0.00,0.00
2350,0.07,7.37,0.00,0.00,0.00
2360,0.07,7.38,0.00,0.00,0.00
2370,0.07,7.37,0.00,0.00,0.00
2380,0.07,7.38,0.00,0.00,0.00
2391,0.07,7.37,0.00,0.00,0.00
2401,0.07,7.38,0.00,0.00,0.00
2411,0.07,7.38,0.00,0.00,0.00
2421,0.07,7.38,0.00,0.00,0.00
2432,0.07,7.36,0.00,0.00,0.00
2442,0.07,7.37,0.00,0.00,0.00
2452,0.07,7.37,0.00,0.00,0.00
2462,0.07,7.36,0.00,0.00,0.00
2472,0.07,7.37,0.00,0.00,0.00
2483,0.07,7.36,0.00,0.00,0.00
2493,0.07,7.36,0.00,0.00,0.00
2503,0.07,7.36,0.00,0.00,0.00
2513,0.07,7.36,0.00,0.00,0.00
2524,0.07,7.36,0.00,0.00,0.00
2534,0.07,7.38,0.00,0.00,0.00
2544,0.07,7.37,0.00,0.00,0.00
2554,0.07,7.37,0.00,0.00,0.00
2565,0.07,7.39,0.00,0.00,0.00
2575,0.07,7.37,0.00,0.00,0.00
2585,0.07,7.39,0.00,0.00,0.00
2595,0.07,7.37,0.00,0.00,0.00
2606,0.07,7.39,0.00,0.00,0.00
2616,0.07,7.37,0.00,0.00,0.00
2626,0.07,7.39,0.00,0.00,0.00
2636,0.07,7.37,0.00,0.00,0.00
2647,0.06,7.38,0.00,0.00,0.00
2657,0.06,7.37,0.00,0.00,0.00
2667,0.06,7.38,0.00,0.00,0.00
2677,0.06,7.37,0.00,0.00,0.00
2688,0.06,7.39,0.00,0.00,0.00
2698,0.06,7.37,0.00,0.00,0.00
2708,0.06,7.38,0.00,0.00,0.00
2718,0.06,7.38,0.00,0.00,0.00
2728,0.06,7.38,0.00,0.00,0.00
2739,0.06,7.37,0.00,0.00,0.00
2749,0.06,7.39,0.00,0.00,0.00
2759,0.06,7.37,0.00,0.00,0.00
2769,0.06,7.38,0.00,0.00,0.00
2780,0.06,7.37,0.00,0.00,0.00
2790,0.06,7.38,0.00,0.00,0.00
2800,0.06,7.38,0.00,0.00,0.00
2810,0.06,7.39,0.00,0.00,0.00
2821,0.06,7.38,0.00,0.00,0.00
2831,0.06,7.37,0.00,0.00,0.00
2841,0.06,7.39,0.00,0.00,0.00
2851,0.06,7.39,0.00,0.00,0.00
2862,0.06,7.37,0.00,0.00,0.00
2872,0.06,7.38,0.00,0.00,0.00
2882,0.06,7.37,0.00,0.00,0.00
2892,0.06,7.37,0.00,0.00,0.00
2903,0.06,7.38,0.00,0.00,0.00
2913,0.06,7.37,0.00,0.00,0.00
2923,0.06,7.39,0.00,0.00,0.00
2933,0.06,7.37,0.00,0.00,0.00
2944,0.06,7.39,0.00,0.00,0.00
2954,0.15,7.37,0.00,0.00,0.00
2964,0.15,7.38,0.00,0.00,0.00
2974,0.15,7.37,0.00,0.00,0.00
2984,0.15,7.38,0.00,0.00,0.00
2995,0.15,7.37,0.00,0.00,0.00
3005,0.25,7.38,0.00,0.00,0.00
3015,0.25,7.37,0.00,0.00,0.00
3025,0.25,7.39,0.00,0.00,0.00
3036,0.25,7.37,0.00,0.00,0.00
3046,0.25,7.38,0.00,0.00,0.00
3056,0.25,7.37,0.00,0.00,0.00
3066,0.25,7.39,0.00,0.00,0.00
3077,0.25,7.37,0.00,0.00,0.00
3087,0.25,7.38,0.00,0.00,0.00
3097,0.26,7.38,0.00,0.00,0.00
3107,0.26,7.37,0.00,0.00,0.00
3118,0.26,7.38,0.00,0.00,0.00
3128,0.26,7.38,0.00,0.00,0.00
3138,0.26,7.36,0.00,0.00,0.00
3148,0.26,7.38,0.00,0.00,0.00
3159,0.26,7.37,0.00,0.00,0.00
3169,0.26,7.39,0.00,0.00,0.00
3179,0.26,7.38,0.00,0.00,0.00
3189,0.26,7.37,0.00,0.00,0.00
3200,0.26,7.39,0.00,0.00,0.00
3210,0.26,7.39,0.00,0.00,0.00
3220,0.26,7.39,0.00,0.00,0.00
3230,0.26,7.37,0.00,0.00,0.00
3240,0.26,7.38,0.00,0.00,0.00
3251,0.26,7.38,0.00,0.00,0.00
3261,0.27,7.37,0.00,0.00,0.00
3271,0.27,7.38,0.00,0.00,0.00
3281,0.27,7.37,0.00,0.00,0.00
3292,0.27,7.38,0.00,0.00,0.00
3302,0.27,7.39,0.00,0.00,0.00
3312,0.27,7.37,0.00,0.00,0.00
3322,0.27,7.37,0.00,0.00,0.00
3333,0.27,7.38,0.00,0.00,0.00
3343,0.27,7.38,0.00,0.00,0.00
3353,0.27,7.38,0.00,0.00,0.00
3363,0.27,7.37,0.00,0.00,0.00
3374,0.27,7.38,0.00,0.00,0.00
3384,0.27,7.38,0.00,0.00,0.00
3394,0.27,7.37,0.00,0.00,0.00
3404,0.27,7.38,0.00,0.00,0.00
3415,0.27,7.38,0.00,0.00,0.00
3425,0.27,7.37,0.00,0.00,0.00
3435,0.27,7.38,0.00,0.00,0.00
3445,0.27,7.38,0.00,0.00,0.00
3456,0.27,7.37,0.00,0.00,0.00
3466,0.27,7.39,0.00,0.00,0.00
3476,0.27,7.38,0.00,0.00,0.00
3486,0.27,7.37,0.00,0.00,0.00
3496,0.27,7.38,0.00,0.00,0.00
3507,0.27,7.37,0.00,0.00,0.00
3517,0.27,7.38,0.00,0.00,0.00
3527,0.27,7.37,0.00,0.00,0.00
3537,0.27,7.38,0.00,0.00,0.00
3548,0.27,7.39,0.00,0.00,0.00
3558,0.27,7.39,0.00,0.00,0.00
3568,0.27,7.38,0.00,0.00,0.00
3578,0.27,7.37,0.00,0.00,0.00
3589,0.27,7.37,0.00,0.00,0.00
3599,0.28,7.39,0.00,0.00,0.00
3609,0.28,7.38,0.00,0.00,0.00
3619,0.28,7.37,0.00,0.00,0.00
3630,0.28,7.38,0.00,0.00,0.00
3640,0.28,7.38,0.00,0.00,0.00
3650,0.28,7.38,0.00,0.00,0.00
3660,0.28,7.37,0.00,0.00,0.00
3671,0.28,7.39,0.00,0.00,0.00
3681,0.28,7.38,0.00,0.00,0.00
3691,0.28,7.36,0.00,0.00,0.00
3701,0.28,7.38,0.00,0.00,0.00
3712,0.28,7.37,0.00,0.00,0.00
3722,0.28,7.38,0.00,0.00,0.00
3732,0.28,7.38,0.00,0.00,0.00
3742,0.28,7.37,0.00,0.00,0.00
3752,0.28,7.38,0.00,0.00,0.00
3763,0.28,7.37,0.00,0.00,0.00
3773,0.28,7.37,0.00,0.00,0.00
3783,0.28,7.38,0.00,0.00,0.00
3793,0.28,7.38,0.00,0.00,0.00
3804,0.28,7.37,0.00,0.00,0.00
3814,0.28,7.38,0.00,0.00,0.00
3824,0.28,7.37,0.00,0.00,0.00
3834,0.28,7.36,0.00,0.00,0.00
3845,0.28,7.37,0.00,0.00,0.00
3855,0.28,7.37,0.00,0.00,0.00
3865,0.28,7.36,0.00,0.00,0.00
3875,0.28,7.38,0.00,0.00,0.00
3886,0.28,7.36,0.00,0.00,0.00
3896,0.28,7.38,0.00,0.00,0.00
3906,0.28,7.37,0.00,0.00,0.00
3916,0.28,7.39,0.00,0.00,0.00
3927,0.28,7.37,0.00,0.00,0.00
3937,0.28,7.38,0.00,0.00,0.00
3947,0.28,7.37,0.00,0.00,0.00
3957,0.28,7.38,0.00,0.00,0.00
3968,0.28,7.38,0.00,0.00,0.00
3978,0.28,7.37,0.00,0.00,0.00
3988,0.28,7.38,0.00,0.00,0.00
3998,0.28,7.37,0.00,0.00,0.00
4008,0.28,7.39,0.00,0.00,0.00
4019,0.28,7.38,0.00,0.00,0.00
4029,0.28,7.36,0.00,0.00,0.00
4039,0.28,7.38,0.00,0.00,0.00
4049,0.28,7.38,0.00,0.00,0.00
4060,0.28,7.37,0.00,0.00,0.00
4070,0.28,7.37,0.00,0.00,0.00
4080,0.28,7.37,0.00,0.00,0.00
4090,0.28,7.38,0.00,0.00,0.00
4101,0.28,7.37,0.00,0.00,0.00
4111,0.28,7.37,0.00,0.00,0.00
4121,0.28,7.38,0.00,0.00,0.00
4131,0.28,7.38,0.00,0.00,0.00
4142,0.28,7.37,0.00,0.00,0.00
4152,0.28,7.38,0.00,0.00,0.00
4162,0.28,7.37,0.00,0.00,0.00
4172,0.28,7.38,0.00,0.00,0.00
4183,0.28,7.37,0.00,0.00,0.00
4193,0.28,7.37,0.00,0.00,0.00
4203,0.28,7.38,0.00,0.00,0.00
4213,0.28,7.36,0.00,0.00,0.00
4224,0.28,7.38,0.00,0.00,0.00
4234,0.28,7.37,0.00,0.00,0.00
4244,0.28,7.38,0.00,0.00,0.00
4254,0.28,7.36,0.00,0.00,0.00
4264,0.28,7.37,0.00,0.00,0.00
4275,0.28,7.37,0.00,0.00,0.00
4285,0.28,7.37,0.00,0.00,0.00
4295,0.28,7.38,0.00,0.00,0.00
4305,0.27,7.37,0.00,0.00,0.00
4316,0.27,7.36,0.00,0.00,0.00
4326,0.27,7.37,0.00,0.00,0.00
4336,0.27,7.37,0.00,0.00,0.00
4346,0.27,7.38,0.00,0.00,0.00
4357,0.27,7.37,0.00,0.00,0.00
4367,0.27,7.38,0.00,0.00,0.00
4377,0.27,7.38,0.00,0.00,0.00
