2000,0.04
2031,0.04
2062,0.04
2093,0.04
2123,0.04
2155,0.04
2186,0.04
2216,0.04
2247,0.04
2278,0.04
2310,0.04
2340,0.04
2371,0.04
2402,0.04
2433,0.04
2464,0.04
2495,0.04
2526,0.04
2556,0.04
2587,0.04
2619,0.04
2650,0.04
2680,0.04
2711,0.04
2742,0.04
2774,0.04
2804,0.04
2835,0.04
2866,0.04
2896,0.04
2928,0.04
2959,0.04
2990,0.04
3020,0.04
3051,0.04
3083,0.04
3113,0.04
3144,0.04
3175,0.04
3206,0.04
3237,0.04
3268,0.04
3299,0.04
3330,0.04
3360,0.04
3392,0.04
3423,0.04
3453,0.04
3484,0.04
3515,0.04
3547,0.04
3577,0.04
3608,0.04
3639,0.04
3670,0.04
3701,0.04
3732,0.04
3763,0.04
3793,0.04
3824,0.04
3856,0.04
3887,0.04
3917,0.04
3948,0.04
3979,0.04
4011,0.04
4041,0.04
4072,0.04
4104,0.04
4134,0.04
4165,0.91
4197,1.73
4228,1.91
4259,1.88
4290,1.77
4321,1.64
4353,1.48
4383,1.40
4415,1.36
4446,1.34
4476,1.38
4508,1.41
4539,1.43
4570,1.46
4601,1.46
4632,1.45
4664,1.43
4695,1.44
4725,1.44
4757,1.44
4788,1.44
4819,1.43
4850,1.42
4881,1.41
4913,1.40
4943,1.40
4974,1.39
5006,1.40
5037,1.41
5068,1.40
5099,1.40
5130,1.39
5161,1.39
5192,1.39
5223,1.40
5255,1.40
5285,1.39
5317,1.39
5348,1.39
5379,1.40
5410,1.40
5441,1.40
5472,1.40
5504,1.40
5534,1.40
5565,1.40
5597,1.40
5627,1.40
5659,1.40
5690,1.40
5721,1.40
5752,1.40
5783,1.41
5815,1.41
5846,1.40
5876,1.39
5908,1.40
5939,1.41
5969,1.41
6001,1.41
6032,1.40
6064,1.39
6094,1.39
6125,1.40
6157,1.40
6188,1.39
6218,1.40
6250,1.39
6281,1.39
6311,1.39
6343,1.39
6374,1.40
6406,1.40
6436,1.40
6467,1.41
6499,1.41
6530,1.41
6560,1.40
6592,1.39
6623,1.40
6654,1.40
6685,1.41
6716,1.41
6748,1.41
6778,1.41
6810,1.40
6841,1.39
6872,1.40
6903,1.40
6934,1.41
6965,1.40
6996,1.41
7027,1.40
7059,1.40
7090,1.41
7120,1.39
7152,1.39
7183,1.39
7214,1.39
7245,1.40
7276,1.40
7308,1.40
7339,1.39
7369,1.39
7401,1.40
7432,1.41
7462,1.41
7494,1.40
7525,1.40
7557,1.39
7587,1.39
7618,1.41
7650,1.41
7681,1.41
7711,1.41
7743,1.40
7774,1.40
7805,1.41
7836,1.40
7867,1.41
7899,1.40
7929,1.40
7961,1.41
7992,1.40
8023,1.40
8054,1.40
8085,1.39
8116,1.40
8147,1.39
8178,1.39
8209,1.39
8241,1.40
8271,1.40
8303,1.40
8334,1.41
8365,1.40
8396,1.40
8427,1.40
8459,1.39
8489,1.40
8520,1.40
8552,1.40
8583,1.40
8613,1.39
8645,1.39
8676,1.40
8707,1.39
8738,1.40
8769,1.40
8801,1.41
8832,1.41
8862,1.41
8894,1.41
8925,1.40
8956,1.40
8987,1.41
9018,1.40
9050,1.41
9080,1.39
9112,1.39
9143,1.40
9174,1.40
9205,1.40
9236,1.41
9267,1.40
9298,1.40
9329,1.40
9360,1.40
9392,1.42
9422,1.42
9454,1.41
9485,1.40
9516,1.40
9547,1.39
9578,1.39
9610,1.39
9640,1.39
9671,1.39
9703,1.39
9734,1.39
9764,1.40
9796,1.39
9827,1.40
9859,1.40
9889,1.40
9920,1.41
9952,1.41
9982,1.41
10013,1.40
10045,1.39
10076,1.38
10107,1.35
10138,1.35
10169,1.30
10201,1.26
10231,1.24
10263,1.17
10294,1.14
10326,1.09
10356,1.02
10387,0.98
10419,0.92
10449,0.87
10481,0.83
10512,0.79
10543,0.76
10574,0.72
10605,0.72
10637,0.67
10668,0.62
10699,0.62
10730,0.57
10761,0.57
10792,0.53
10823,0.53
10855,0.47
10886,0.47
10916,0.47
10948,0.47
10979,0.47
11011,0.38
11041,0.38
11073,0.38
11104,0.38
11134,0.38
11166,0.38
11197,0.38
11229,0.38
11259,0.38
